Datum,Hazai csapat,Vendeg csapat,Haza csapat eredmeny,Vendeg csapat eredmeny,Bajnoksag
9/8/2023,Croatia,Latvia,5,0,UEFA Euro qualification
9/8/2023,Turkey,Armenia,1,1,UEFA Euro qualification
9/8/2023,Bosnia and Herzegovina,Liechtenstein,2,1,UEFA Euro qualification
9/8/2023,Luxembourg,Iceland,3,1,UEFA Euro qualification
9/8/2023,Slovakia,Portugal,0,1,UEFA Euro qualification
9/9/2023,Antigua and Barbuda,Guyana,1,5,CONCACAF Nations League
9/9/2023,Bahamas,Puerto Rico,1,6,CONCACAF Nations League
9/9/2023,British Virgin Islands,Turks and Caicos Islands,3,1,CONCACAF Nations League
9/9/2023,Malawi,Guinea,2,2,African Cup of Nations qualification
9/9/2023,Ivory Coast,Lesotho,1,0,African Cup of Nations qualification
9/9/2023,Comoros,Zambia,1,1,African Cup of Nations qualification
9/9/2023,Mauritania,Gabon,2,1,African Cup of Nations qualification
9/9/2023,DR Congo,Sudan,2,0,African Cup of Nations qualification
9/9/2023,Rwanda,Senegal,1,1,African Cup of Nations qualification
9/9/2023,Ukraine,England,1,1,UEFA Euro qualification
9/9/2023,North Macedonia,Italy,1,1,UEFA Euro qualification
9/9/2023,Azerbaijan,Belgium,0,1,UEFA Euro qualification
9/9/2023,Estonia,Sweden,0,5,UEFA Euro qualification
9/9/2023,Andorra,Belarus,0,0,UEFA Euro qualification
9/9/2023,Kosovo,Switzerland,2,2,UEFA Euro qualification
9/9/2023,Romania,Israel,1,1,UEFA Euro qualification
9/10/2023,Guatemala,Panama,1,1,CONCACAF Nations League
9/10/2023,El Salvador,Trinidad and Tobago,2,3,CONCACAF Nations League
9/10/2023,Martinique,Curaçao,1,0,CONCACAF Nations League
9/10/2023,Guadeloupe,Sint Maarten,4,0,CONCACAF Nations League
9/10/2023,Saint Lucia,Saint Kitts and Nevis,2,0,CONCACAF Nations League
9/10/2023,Nigeria,São Tomé and Príncipe,6,0,African Cup of Nations qualification
9/10/2023,Togo,Cape Verde,3,2,African Cup of Nations qualification
9/10/2023,Gambia,Congo,2,2,African Cup of Nations qualification
9/10/2023,Republic of Ireland,Netherlands,1,2,UEFA Euro qualification
9/10/2023,Greece,Gibraltar,5,0,UEFA Euro qualification
9/10/2023,Faroe Islands,Moldova,0,1,UEFA Euro qualification
9/10/2023,Albania,Poland,2,0,UEFA Euro qualification
9/10/2023,Montenegro,Bulgaria,2,1,UEFA Euro qualification
9/10/2023,Lithuania,Serbia,1,3,UEFA Euro qualification
9/10/2023,Finland,Denmark,0,1,UEFA Euro qualification
9/10/2023,Kazakhstan,Northern Ireland,1,0,UEFA Euro qualification
9/10/2023,San Marino,Slovenia,0,4,UEFA Euro qualification
9/10/2023,Lebanon,India,1,0,King's Cup
9/10/2023,Thailand,Iraq,2,2,King's Cup
9/11/2023,Dominican Republic,Montserrat,3,0,CONCACAF Nations League
9/11/2023,Nicaragua,Barbados,5,1,CONCACAF Nations League
9/11/2023,Saint Martin,Bonaire,2,1,CONCACAF Nations League
9/11/2023,Cayman Islands,Aruba,1,2,CONCACAF Nations League
9/11/2023,Guinea-Bissau,Sierra Leone,2,1,African Cup of Nations qualification
9/11/2023,Armenia,Croatia,0,1,UEFA Euro qualification
9/11/2023,Latvia,Wales,0,2,UEFA Euro qualification
9/11/2023,Iceland,Bosnia and Herzegovina,1,0,UEFA Euro qualification
9/11/2023,Portugal,Luxembourg,9,0,UEFA Euro qualification
9/11/2023,Slovakia,Liechtenstein,3,0,UEFA Euro qualification
9/12/2023,Cuba,Suriname,1,0,CONCACAF Nations League
9/12/2023,Jamaica,Haiti,2,2,CONCACAF Nations League
9/12/2023,Honduras,Grenada,4,0,CONCACAF Nations League
9/12/2023,Saint Vincent and the Grenadines,Bermuda,4,3,CONCACAF Nations League
9/12/2023,French Guiana,Belize,0,2,CONCACAF Nations League
9/12/2023,Guyana,Bahamas,3,2,CONCACAF Nations League
9/12/2023,Puerto Rico,Antigua and Barbuda,5,0,CONCACAF Nations League
9/12/2023,Turks and Caicos Islands,Dominica,0,3,CONCACAF Nations League
9/12/2023,Bolivia,Argentina,0,3,FIFA World Cup qualification
9/12/2023,Ecuador,Uruguay,2,1,FIFA World Cup qualification
9/12/2023,Venezuela,Paraguay,1,0,FIFA World Cup qualification
9/12/2023,Peru,Brazil,0,1,FIFA World Cup qualification
9/12/2023,Chile,Colombia,0,0,FIFA World Cup qualification
9/12/2023,Cameroon,Burundi,3,0,African Cup of Nations qualification
9/12/2023,Norway,Georgia,2,1,UEFA Euro qualification
9/12/2023,Spain,Cyprus,6,0,UEFA Euro qualification
9/12/2023,Italy,Ukraine,2,1,UEFA Euro qualification
9/12/2023,Malta,North Macedonia,0,2,UEFA Euro qualification
9/12/2023,Belgium,Estonia,5,0,UEFA Euro qualification
9/12/2023,Sweden,Austria,1,3,UEFA Euro qualification
9/12/2023,Switzerland,Andorra,3,0,UEFA Euro qualification
9/12/2023,Israel,Belarus,1,0,UEFA Euro qualification
9/12/2023,Romania,Kosovo,2,0,UEFA Euro qualification
10/8/2023,Papua New Guinea,Solomon Islands,1,3,MSG Prime Minister's Cup
10/8/2023,New Caledonia,Vanuatu,4,0,MSG Prime Minister's Cup
10/11/2023,Solomon Islands,Vanuatu,1,0,MSG Prime Minister's Cup
10/11/2023,New Caledonia,Papua New Guinea,3,1,MSG Prime Minister's Cup
10/12/2023,Suriname,Haiti,1,1,CONCACAF Nations League
10/12/2023,Grenada,Jamaica,1,4,CONCACAF Nations League
10/12/2023,Cuba,Honduras,0,0,CONCACAF Nations League
10/12/2023,Sint Maarten,Saint Kitts and Nevis,2,3,CONCACAF Nations League
10/12/2023,Saint Lucia,Guadeloupe,2,1,CONCACAF Nations League
10/12/2023,Bonaire,Anguilla,2,0,CONCACAF Nations League
10/12/2023,Dominica,British Virgin Islands,1,1,CONCACAF Nations League
10/12/2023,Colombia,Uruguay,2,2,FIFA World Cup qualification
10/12/2023,Bolivia,Ecuador,1,2,FIFA World Cup qualification
10/12/2023,Argentina,Paraguay,1,0,FIFA World Cup qualification
10/12/2023,Brazil,Venezuela,1,1,FIFA World Cup qualification
10/12/2023,Chile,Peru,2,0,FIFA World Cup qualification
10/12/2023,Afghanistan,Mongolia,1,0,FIFA World Cup qualification
10/12/2023,Cambodia,Pakistan,0,0,FIFA World Cup qualification
10/12/2023,Taiwan,Timor-Leste,4,0,FIFA World Cup qualification
10/12/2023,Hong Kong,Bhutan,4,0,FIFA World Cup qualification
10/12/2023,Indonesia,Brunei,6,0,FIFA World Cup qualification
10/12/2023,Maldives,Bangladesh,1,1,FIFA World Cup qualification
10/12/2023,Myanmar,Macau,5,1,FIFA World Cup qualification
10/12/2023,Nepal,Laos,1,1,FIFA World Cup qualification
10/12/2023,Singapore,Guam,2,1,FIFA World Cup qualification
10/12/2023,Yemen,Sri Lanka,3,0,FIFA World Cup qualification
10/12/2023,Spain,Scotland,2,0,UEFA Euro qualification
10/12/2023,Cyprus,Norway,0,4,UEFA Euro qualification
10/12/2023,Latvia,Armenia,2,0,UEFA Euro qualification
10/12/2023,Croatia,Turkey,0,1,UEFA Euro qualification
10/12/2023,Faroe Islands,Poland,0,2,UEFA Euro qualification
10/12/2023,Albania,Czech Republic,3,0,UEFA Euro qualification
10/12/2023,Andorra,Kosovo,0,3,UEFA Euro qualification
10/12/2023,Belarus,Romania,0,0,UEFA Euro qualification
10/13/2023,Curaçao,Panama,1,2,CONCACAF Nations League
10/13/2023,Martinique,El Salvador,1,0,CONCACAF Nations League
10/13/2023,Trinidad and Tobago,Guatemala,3,2,CONCACAF Nations League
10/13/2023,Montserrat,Nicaragua,0,3,CONCACAF Nations League
10/13/2023,Barbados,Dominican Republic,0,5,CONCACAF Nations League
10/13/2023,Saint Vincent and the Grenadines,French Guiana,1,4,CONCACAF Nations League
10/13/2023,Belize,Bermuda,0,1,CONCACAF Nations League
10/13/2023,Republic of Ireland,Greece,0,2,UEFA Euro qualification
10/13/2023,Netherlands,France,1,2,UEFA Euro qualification
10/13/2023,Estonia,Azerbaijan,0,2,UEFA Euro qualification
10/13/2023,Austria,Belgium,2,3,UEFA Euro qualification
10/13/2023,Iceland,Luxembourg,1,1,UEFA Euro qualification
10/13/2023,Portugal,Slovakia,3,2,UEFA Euro qualification
10/13/2023,Liechtenstein,Bosnia and Herzegovina,0,2,UEFA Euro qualification
10/14/2023,Puerto Rico,Guyana,1,3,CONCACAF Nations League
10/14/2023,Bahamas,Antigua and Barbuda,1,4,CONCACAF Nations League
10/14/2023,Aruba,United States Virgin Islands,3,1,CONCACAF Nations League
10/14/2023,Ukraine,North Macedonia,2,0,UEFA Euro qualification
10/14/2023,Italy,Malta,4,0,UEFA Euro qualification
10/14/2023,Bulgaria,Lithuania,0,2,UEFA Euro qualification
10/14/2023,Hungary,Serbia,2,1,UEFA Euro qualification
10/14/2023,Northern Ireland,San Marino,3,0,UEFA Euro qualification
10/14/2023,Slovenia,Finland,3,0,UEFA Euro qualification
10/14/2023,Denmark,Kazakhstan,3,1,UEFA Euro qualification
10/14/2023,Papua New Guinea,Vanuatu,0,1,MSG Prime Minister's Cup
10/14/2023,New Caledonia,Solomon Islands,0,1,MSG Prime Minister's Cup
10/15/2023,Honduras,Cuba,4,0,CONCACAF Nations League
10/15/2023,Haiti,Jamaica,2,3,CONCACAF Nations League
10/15/2023,Suriname,Grenada,4,0,CONCACAF Nations League
10/15/2023,Guadeloupe,Saint Lucia,2,0,CONCACAF Nations League
10/15/2023,Saint Kitts and Nevis,Sint Maarten,0,1,CONCACAF Nations League
10/15/2023,Georgia,Cyprus,4,0,UEFA Euro qualification
10/15/2023,Norway,Spain,0,1,UEFA Euro qualification
10/15/2023,Wales,Croatia,2,1,UEFA Euro qualification
10/15/2023,Turkey,Latvia,4,0,UEFA Euro qualification
10/15/2023,Czech Republic,Faroe Islands,1,0,UEFA Euro qualification
10/15/2023,Poland,Moldova,1,1,UEFA Euro qualification
10/15/2023,Switzerland,Belarus,3,3,UEFA Euro qualification
10/15/2023,Romania,Andorra,4,0,UEFA Euro qualification
10/16/2023,Dominican Republic,Barbados,5,2,CONCACAF Nations League
10/16/2023,Nicaragua,Montserrat,3,0,CONCACAF Nations League
10/16/2023,French Guiana,Saint Vincent and the Grenadines,3,2,CONCACAF Nations League
10/16/2023,Saint Martin,Anguilla,8,0,CONCACAF Nations League
10/16/2023,Turks and Caicos Islands,British Virgin Islands,2,2,CONCACAF Nations League
10/16/2023,Gibraltar,Republic of Ireland,0,4,UEFA Euro qualification
10/16/2023,Greece,Netherlands,0,1,UEFA Euro qualification
10/16/2023,Azerbaijan,Austria,0,1,UEFA Euro qualification
10/16/2023,Belgium,Sweden,1,1,UEFA Euro qualification
10/16/2023,Iceland,Liechtenstein,4,0,UEFA Euro qualification
10/16/2023,Bosnia and Herzegovina,Portugal,0,5,UEFA Euro qualification
10/16/2023,Luxembourg,Slovakia,0,1,UEFA Euro qualification
10/17/2023,El Salvador,Martinique,0,0,CONCACAF Nations League
10/17/2023,Panama,Guatemala,3,0,CONCACAF Nations League
10/17/2023,Curaçao,Trinidad and Tobago,5,3,CONCACAF Nations League
10/17/2023,Bermuda,Belize,1,1,CONCACAF Nations League
10/17/2023,Antigua and Barbuda,Bahamas,2,2,CONCACAF Nations League
10/17/2023,Guyana,Puerto Rico,3,1,CONCACAF Nations League
10/17/2023,Cayman Islands,United States Virgin Islands,2,1,CONCACAF Nations League
10/17/2023,Venezuela,Chile,3,0,FIFA World Cup qualification
10/17/2023,Ecuador,Colombia,0,0,FIFA World Cup qualification
10/17/2023,Paraguay,Bolivia,1,0,FIFA World Cup qualification
10/17/2023,Peru,Argentina,0,2,FIFA World Cup qualification
10/17/2023,Uruguay,Brazil,2,0,FIFA World Cup qualification
10/17/2023,Bangladesh,Maldives,2,1,FIFA World Cup qualification
10/17/2023,Bhutan,Hong Kong,2,0,FIFA World Cup qualification
10/17/2023,Brunei,Indonesia,0,6,FIFA World Cup qualification
10/17/2023,Guam,Singapore,0,1,FIFA World Cup qualification
10/17/2023,Laos,Nepal,0,1,FIFA World Cup qualification
10/17/2023,Macau,Myanmar,0,0,FIFA World Cup qualification
10/17/2023,Mongolia,Afghanistan,0,1,FIFA World Cup qualification
10/17/2023,Pakistan,Cambodia,1,0,FIFA World Cup qualification
10/17/2023,Sri Lanka,Yemen,1,1,FIFA World Cup qualification
10/17/2023,Taiwan,Timor-Leste,3,0,FIFA World Cup qualification
10/17/2023,Australia,New Zealand,2,0,Soccer Ashes
10/17/2023,Morocco,Liberia,3,0,African Cup of Nations qualification
10/17/2023,England,Italy,3,1,UEFA Euro qualification
10/17/2023,Malta,Ukraine,1,3,UEFA Euro qualification
10/17/2023,Serbia,Montenegro,3,1,UEFA Euro qualification
10/17/2023,Lithuania,Hungary,2,2,UEFA Euro qualification
10/17/2023,Finland,Kazakhstan,1,2,UEFA Euro qualification
10/17/2023,Northern Ireland,Slovenia,0,1,UEFA Euro qualification
10/17/2023,San Marino,Denmark,1,2,UEFA Euro qualification
11/12/2023,Kosovo,Israel,1,0,UEFA Euro qualification
11/15/2023,Ethiopia,Sierra Leone,0,0,FIFA World Cup qualification
11/15/2023,DR Congo,Mauritania,2,0,FIFA World Cup qualification
11/15/2023,Rwanda,Zimbabwe,0,0,FIFA World Cup qualification
11/15/2023,Equatorial Guinea,Namibia,1,0,FIFA World Cup qualification
11/15/2023,Israel,Switzerland,1,1,UEFA Euro qualification
11/16/2023,Sint Maarten,Guadeloupe,0,2,CONCACAF Nations League
11/16/2023,Saint Kitts and Nevis,Saint Lucia,0,0,CONCACAF Nations League
11/16/2023,United States Virgin Islands,Aruba,1,4,CONCACAF Nations League
11/16/2023,British Virgin Islands,Dominica,1,2,CONCACAF Nations League
11/16/2023,Costa Rica,Panama,0,3,CONCACAF Nations League
11/16/2023,United States,Trinidad and Tobago,3,0,CONCACAF Nations League
11/16/2023,Bolivia,Peru,2,0,FIFA World Cup qualification
11/16/2023,Venezuela,Ecuador,0,0,FIFA World Cup qualification
11/16/2023,Colombia,Brazil,2,1,FIFA World Cup qualification
11/16/2023,Argentina,Uruguay,0,2,FIFA World Cup qualification
11/16/2023,Chile,Paraguay,0,0,FIFA World Cup qualification
11/16/2023,Qatar,Afghanistan,8,1,FIFA World Cup qualification
11/16/2023,Kuwait,India,0,1,FIFA World Cup qualification
11/16/2023,Japan,Myanmar,5,0,FIFA World Cup qualification
11/16/2023,Syria,North Korea,1,0,FIFA World Cup qualification
11/16/2023,Thailand,China PR,1,2,FIFA World Cup qualification
11/16/2023,South Korea,Singapore,5,0,FIFA World Cup qualification
11/16/2023,Oman,Taiwan,3,0,FIFA World Cup qualification
11/16/2023,Malaysia,Kyrgyzstan,4,3,FIFA World Cup qualification
11/16/2023,Iran,Hong Kong,4,0,FIFA World Cup qualification
11/16/2023,Turkmenistan,Uzbekistan,1,3,FIFA World Cup qualification
11/16/2023,Iraq,Indonesia,5,1,FIFA World Cup qualification
11/16/2023,Philippines,Vietnam,0,2,FIFA World Cup qualification
11/16/2023,Tajikistan,Jordan,1,1,FIFA World Cup qualification
11/16/2023,Saudi Arabia,Pakistan,4,0,FIFA World Cup qualification
11/16/2023,United Arab Emirates,Nepal,4,0,FIFA World Cup qualification
11/16/2023,Yemen,Bahrain,0,2,FIFA World Cup qualification
11/16/2023,Lebanon,Palestine,0,0,FIFA World Cup qualification
11/16/2023,Australia,Bangladesh,7,0,FIFA World Cup qualification
11/16/2023,Egypt,Djibouti,6,0,FIFA World Cup qualification
11/16/2023,Sudan,Togo,1,1,FIFA World Cup qualification
11/16/2023,Nigeria,Lesotho,1,1,FIFA World Cup qualification
11/16/2023,Cape Verde,Angola,0,0,FIFA World Cup qualification
11/16/2023,Burundi,Gambia,3,2,FIFA World Cup qualification
11/16/2023,Gabon,Kenya,2,1,FIFA World Cup qualification
11/16/2023,Botswana,Mozambique,2,3,FIFA World Cup qualification
11/16/2023,Algeria,Somalia,3,1,FIFA World Cup qualification
11/16/2023,Cyprus,Spain,1,3,UEFA Euro qualification
11/16/2023,Georgia,Scotland,2,2,UEFA Euro qualification
11/16/2023,Estonia,Austria,0,2,UEFA Euro qualification
11/16/2023,Azerbaijan,Sweden,3,0,UEFA Euro qualification
11/16/2023,Bulgaria,Hungary,2,2,UEFA Euro qualification
11/16/2023,Montenegro,Lithuania,2,0,UEFA Euro qualification
11/16/2023,Liechtenstein,Portugal,0,2,UEFA Euro qualification
11/16/2023,Luxembourg,Bosnia and Herzegovina,4,1,UEFA Euro qualification
11/16/2023,Slovakia,Iceland,4,2,UEFA Euro qualification
11/17/2023,Montserrat,Dominican Republic,2,1,CONCACAF Nations League
11/17/2023,Barbados,Nicaragua,0,4,CONCACAF Nations League
11/17/2023,Bermuda,Saint Vincent and the Grenadines,3,1,CONCACAF Nations League
11/17/2023,Belize,French Guiana,1,0,CONCACAF Nations League
11/17/2023,Honduras,Mexico,2,0,CONCACAF Nations League
11/17/2023,Burkina Faso,Guinea-Bissau,1,1,FIFA World Cup qualification
11/17/2023,Eswatini,Libya,0,1,FIFA World Cup qualification
11/17/2023,Cameroon,Mauritius,3,0,FIFA World Cup qualification
11/17/2023,Zambia,Congo,4,2,FIFA World Cup qualification
11/17/2023,Ivory Coast,Seychelles,9,0,FIFA World Cup qualification
11/17/2023,Guinea,Uganda,2,1,FIFA World Cup qualification
11/17/2023,Liberia,Malawi,0,1,FIFA World Cup qualification
11/17/2023,Tunisia,São Tomé and Príncipe,4,0,FIFA World Cup qualification
11/17/2023,Comoros,Central African Republic,4,2,FIFA World Cup qualification
11/17/2023,Ghana,Madagascar,1,0,FIFA World Cup qualification
11/17/2023,Mali,Chad,3,1,FIFA World Cup qualification
11/17/2023,England,Malta,2,0,UEFA Euro qualification
11/17/2023,Italy,North Macedonia,5,2,UEFA Euro qualification
11/17/2023,Moldova,Albania,1,1,UEFA Euro qualification
11/17/2023,Poland,Czech Republic,1,1,UEFA Euro qualification
11/17/2023,Finland,Northern Ireland,4,0,UEFA Euro qualification
11/17/2023,Denmark,Slovenia,2,1,UEFA Euro qualification
11/17/2023,Kazakhstan,San Marino,3,1,UEFA Euro qualification
11/17/2023,Papua New Guinea,Tuvalu,3,0,Pacific Games
11/17/2023,Solomon Islands,Samoa,1,0,Pacific Games
11/18/2023,Antigua and Barbuda,Puerto Rico,2,3,CONCACAF Nations League
11/18/2023,Anguilla,Bonaire,0,3,CONCACAF Nations League
11/18/2023,Jamaica,Canada,1,2,CONCACAF Nations League
11/18/2023,Senegal,South Sudan,4,0,FIFA World Cup qualification
11/18/2023,South Africa,Benin,2,1,FIFA World Cup qualification
11/18/2023,Niger,Tanzania,0,1,FIFA World Cup qualification
11/18/2023,France,Gibraltar,14,0,UEFA Euro qualification
11/18/2023,Netherlands,Republic of Ireland,1,0,UEFA Euro qualification
11/18/2023,Armenia,Wales,1,1,UEFA Euro qualification
11/18/2023,Latvia,Croatia,0,2,UEFA Euro qualification
11/18/2023,Belarus,Andorra,1,0,UEFA Euro qualification
11/18/2023,Switzerland,Kosovo,1,1,UEFA Euro qualification
11/18/2023,Israel,Romania,1,2,UEFA Euro qualification
11/18/2023,New Caledonia,Tonga,7,0,Pacific Games
11/18/2023,Fiji,Northern Mariana Islands,10,0,Pacific Games
11/19/2023,Guadeloupe,Saint Kitts and Nevis,5,0,CONCACAF Nations League
11/19/2023,Saint Lucia,Sint Maarten,1,2,CONCACAF Nations League
11/19/2023,Sierra Leone,Egypt,0,2,FIFA World Cup qualification
11/19/2023,Sudan,DR Congo,1,0,FIFA World Cup qualification
11/19/2023,Zimbabwe,Nigeria,1,1,FIFA World Cup qualification
11/19/2023,Burundi,Gabon,1,2,FIFA World Cup qualification
11/19/2023,Mozambique,Algeria,0,2,FIFA World Cup qualification
11/19/2023,Scotland,Norway,3,3,UEFA Euro qualification
11/19/2023,Spain,Georgia,3,1,UEFA Euro qualification
11/19/2023,Belgium,Azerbaijan,5,0,UEFA Euro qualification
11/19/2023,Sweden,Estonia,2,0,UEFA Euro qualification
11/19/2023,Hungary,Montenegro,3,1,UEFA Euro qualification
11/19/2023,Serbia,Bulgaria,2,2,UEFA Euro qualification
11/19/2023,Portugal,Iceland,2,0,UEFA Euro qualification
11/19/2023,Bosnia and Herzegovina,Slovakia,1,2,UEFA Euro qualification
11/19/2023,Liechtenstein,Luxembourg,0,1,UEFA Euro qualification
11/20/2023,Montserrat,Barbados,4,2,CONCACAF Nations League
11/20/2023,Aruba,Cayman Islands,5,1,CONCACAF Nations League
11/20/2023,Dominica,Turks and Caicos Islands,2,0,CONCACAF Nations League
11/20/2023,Panama,Costa Rica,3,1,CONCACAF Nations League
11/20/2023,Trinidad and Tobago,United States,2,1,CONCACAF Nations League
11/20/2023,Djibouti,Guinea-Bissau,0,1,FIFA World Cup qualification
11/20/2023,Gambia,Ivory Coast,0,2,FIFA World Cup qualification
11/20/2023,Seychelles,Kenya,0,5,FIFA World Cup qualification
11/20/2023,Liberia,Equatorial Guinea,0,1,FIFA World Cup qualification
11/20/2023,Mali,Central African Republic,1,1,FIFA World Cup qualification
11/20/2023,Chad,Madagascar,0,3,FIFA World Cup qualification
11/20/2023,North Macedonia,England,1,1,UEFA Euro qualification
11/20/2023,Ukraine,Italy,0,0,UEFA Euro qualification
11/20/2023,Albania,Faroe Islands,0,0,UEFA Euro qualification
11/20/2023,Czech Republic,Moldova,3,0,UEFA Euro qualification
11/20/2023,Northern Ireland,Denmark,2,0,UEFA Euro qualification
11/20/2023,San Marino,Finland,1,2,UEFA Euro qualification
11/20/2023,Slovenia,Kazakhstan,2,1,UEFA Euro qualification
11/20/2023,Tuvalu,Vanuatu,0,6,Pacific Games
11/20/2023,Samoa,American Samoa,10,0,Pacific Games
11/21/2023,Nicaragua,Dominican Republic,0,0,CONCACAF Nations League
11/21/2023,French Guiana,Bermuda,3,0,CONCACAF Nations League
11/21/2023,Saint Vincent and the Grenadines,Belize,3,0,CONCACAF Nations League
11/21/2023,Guyana,Antigua and Barbuda,6,0,CONCACAF Nations League
11/21/2023,Puerto Rico,Bahamas,6,1,CONCACAF Nations League
11/21/2023,Bonaire,Saint Martin,0,4,CONCACAF Nations League
11/21/2023,Canada,Jamaica,2,3,CONCACAF Nations League
11/21/2023,Mexico,Honduras,2,0,CONCACAF Nations League
11/21/2023,Ecuador,Chile,1,0,FIFA World Cup qualification
11/21/2023,Paraguay,Colombia,0,1,FIFA World Cup qualification
11/21/2023,Uruguay,Bolivia,3,0,FIFA World Cup qualification
11/21/2023,Peru,Venezuela,1,1,FIFA World Cup qualification
11/21/2023,Brazil,Argentina,0,1,FIFA World Cup qualification
11/21/2023,India,Qatar,0,3,FIFA World Cup qualification
11/21/2023,Afghanistan,Kuwait,0,4,FIFA World Cup qualification
11/21/2023,Myanmar,North Korea,1,6,FIFA World Cup qualification
11/21/2023,Syria,Japan,0,5,FIFA World Cup qualification
11/21/2023,China PR,South Korea,0,3,FIFA World Cup qualification
11/21/2023,Singapore,Thailand,1,3,FIFA World Cup qualification
11/21/2023,Taiwan,Malaysia,0,1,FIFA World Cup qualification
11/21/2023,Kyrgyzstan,Oman,1,0,FIFA World Cup qualification
11/21/2023,Uzbekistan,Iran,2,2,FIFA World Cup qualification
